Overall Qual,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Garage Cars,Year Built,Garage Yr Blt,Year Remod/Add,Full Bath,Overall Qual^2,Overall Qual Gr Liv Area,Overall Qual Total Bsmt SF,Overall Qual Garage Area,Overall Qual 1st Flr SF,Overall Qual Garage Cars,Overall Qual Year Built,Overall Qual Garage Yr Blt,Overall Qual Year Remod/Add,Overall Qual Full Bath,Gr Liv Area^2,Gr Liv Area Total Bsmt SF,Gr Liv Area Garage Area,Gr Liv Area 1st Flr SF,Gr Liv Area Garage Cars,Gr Liv Area Year Built,Gr Liv Area Garage Yr Blt,Gr Liv Area Year Remod/Add,Gr Liv Area Full Bath,Total Bsmt SF^2,Total Bsmt SF Garage Area,Total Bsmt SF 1st Flr SF,Total Bsmt SF Garage Cars,Total Bsmt SF Year Built,Total Bsmt SF Garage Yr Blt,Total Bsmt SF Year Remod/Add,Total Bsmt SF Full Bath,Garage Area^2,Garage Area 1st Flr SF,Garage Area Garage Cars,Garage Area Year Built,Garage Area Garage Yr Blt,Garage Area Year Remod/Add,Garage Area Full Bath,1st Flr SF^2,1st Flr SF Garage Cars,1st Flr SF Year Built,1st Flr SF Garage Yr Blt,1st Flr SF Year Remod/Add,1st Flr SF Full Bath,Garage Cars^2,Garage Cars Year Built,Garage Cars Garage Yr Blt,Garage Cars Year Remod/Add,Garage Cars Full Bath,Year Built^2,Year Built Garage Yr Blt,Year Built Year Remod/Add,Year Built Full Bath,Garage Yr Blt^2,Garage Yr Blt Year Remod/Add,Garage Yr Blt Full Bath,Year Remod/Add^2,Year Remod/Add Full Bath,Full Bath^2,SalePrice
8.0,2152.0,1582.0,728.0,1582.0,2.0,2007.0,2007.0,2008.0,2.0,64.0,17216.0,12656.0,5824.0,12656.0,16.0,16056.0,16056.0,16064.0,16.0,4631104.0,3404464.0,1566656.0,3404464.0,4304.0,4319064.0,4319064.0,4321216.0,4304.0,2502724.0,1151696.0,2502724.0,3164.0,3175074.0,3175074.0,3176656.0,3164.0,529984.0,1151696.0,1456.0,1461096.0,1461096.0,1461824.0,1456.0,2502724.0,3164.0,3175074.0,3175074.0,3176656.0,3164.0,4.0,4014.0,4014.0,4016.0,4.0,4028049.0,4028049.0,4030056.0,4014.0,4028049.0,4030056.0,4014.0,4032064.0,4016.0,4.0,260116
4.0,672.0,672.0,234.0,672.0,1.0,1941.0,1941.0,1950.0,1.0,16.0,2688.0,2688.0,936.0,2688.0,4.0,7764.0,7764.0,7800.0,4.0,451584.0,451584.0,157248.0,451584.0,672.0,1304352.0,1304352.0,1310400.0,672.0,451584.0,157248.0,451584.0,672.0,1304352.0,1304352.0,1310400.0,672.0,54756.0,157248.0,234.0,454194.0,454194.0,456300.0,234.0,451584.0,672.0,1304352.0,1304352.0,1310400.0,672.0,1.0,1941.0,1941.0,1950.0,1.0,3767481.0,3767481.0,3784950.0,1941.0,3767481.0,3784950.0,1941.0,3802500.0,1950.0,1.0,113000
8.0,1511.0,1401.0,811.0,1511.0,3.0,1995.0,1995.0,1995.0,2.0,64.0,12088.0,11208.0,6488.0,12088.0,24.0,15960.0,15960.0,15960.0,16.0,2283121.0,2116911.0,1225421.0,2283121.0,4533.0,3014445.0,3014445.0,3014445.0,3022.0,1962801.0,1136211.0,2116911.0,4203.0,2794995.0,2794995.0,2794995.0,2802.0,657721.0,1225421.0,2433.0,1617945.0,1617945.0,1617945.0,1622.0,2283121.0,4533.0,3014445.0,3014445.0,3014445.0,3022.0,9.0,5985.0,5985.0,5985.0,6.0,3980025.0,3980025.0,3980025.0,3990.0,3980025.0,3980025.0,3990.0,3980025.0,3990.0,4.0,225000
5.0,793.0,793.0,240.0,793.0,1.0,1945.0,1945.0,1950.0,1.0,25.0,3965.0,3965.0,1200.0,3965.0,5.0,9725.0,9725.0,9750.0,5.0,628849.0,628849.0,190320.0,628849.0,793.0,1542385.0,1542385.0,1546350.0,793.0,628849.0,190320.0,628849.0,793.0,1542385.0,1542385.0,1546350.0,793.0,57600.0,190320.0,240.0,466800.0,466800.0,468000.0,240.0,628849.0,793.0,1542385.0,1542385.0,1546350.0,793.0,1.0,1945.0,1945.0,1950.0,1.0,3783025.0,3783025.0,3792750.0,1945.0,3783025.0,3792750.0,1945.0,3802500.0,1950.0,1.0,113000
6.0,1096.0,1008.0,352.0,1096.0,1.0,1975.0,1975.0,1975.0,1.0,36.0,6576.0,6048.0,2112.0,6576.0,6.0,11850.0,11850.0,11850.0,6.0,1201216.0,1104768.0,385792.0,1201216.0,1096.0,2164600.0,2164600.0,2164600.0,1096.0,1016064.0,354816.0,1104768.0,1008.0,1990800.0,1990800.0,1990800.0,1008.0,123904.0,385792.0,352.0,695200.0,695200.0,695200.0,352.0,1201216.0,1096.0,2164600.0,2164600.0,2164600.0,1096.0,1.0,1975.0,1975.0,1975.0,1.0,3900625.0,3900625.0,3900625.0,1975.0,3900625.0,3900625.0,1975.0,3900625.0,1975.0,1.0,125200
8.0,2100.0,918.0,786.0,958.0,3.0,2007.0,2007.0,2007.0,2.0,64.0,16800.0,7344.0,6288.0,7664.0,24.0,16056.0,16056.0,16056.0,16.0,4410000.0,1927800.0,1650600.0,2011800.0,6300.0,4214700.0,4214700.0,4214700.0,4200.0,842724.0,721548.0,879444.0,2754.0,1842426.0,1842426.0,1842426.0,1836.0,617796.0,752988.0,2358.0,1577502.0,1577502.0,1577502.0,1572.0,917764.0,2874.0,1922706.0,1922706.0,1922706.0,1916.0,9.0,6021.0,6021.0,6021.0,6.0,4028049.0,4028049.0,4028049.0,4014.0,4028049.0,4028049.0,4014.0,4028049.0,4014.0,4.0,319500
5.0,1558.0,913.0,288.0,1048.0,1.0,1945.0,1962.0,1950.0,1.0,25.0,7790.0,4565.0,1440.0,5240.0,5.0,9725.0,9810.0,9750.0,5.0,2427364.0,1422454.0,448704.0,1632784.0,1558.0,3030310.0,3056796.0,3038100.0,1558.0,833569.0,262944.0,956824.0,913.0,1775785.0,1791306.0,1780350.0,913.0,82944.0,301824.0,288.0,560160.0,565056.0,561600.0,288.0,1098304.0,1048.0,2038360.0,2056176.0,2043600.0,1048.0,1.0,1945.0,1962.0,1950.0,1.0,3783025.0,3816090.0,3792750.0,1945.0,3849444.0,3825900.0,1962.0,3802500.0,1950.0,1.0,140000
6.0,1650.0,1632.0,518.0,1650.0,2.0,1958.0,1958.0,1958.0,1.0,36.0,9900.0,9792.0,3108.0,9900.0,12.0,11748.0,11748.0,11748.0,6.0,2722500.0,2692800.0,854700.0,2722500.0,3300.0,3230700.0,3230700.0,3230700.0,1650.0,2663424.0,845376.0,2692800.0,3264.0,3195456.0,3195456.0,3195456.0,1632.0,268324.0,854700.0,1036.0,1014244.0,1014244.0,1014244.0,518.0,2722500.0,3300.0,3230700.0,3230700.0,3230700.0,1650.0,4.0,3916.0,3916.0,3916.0,2.0,3833764.0,3833764.0,3833764.0,1958.0,3833764.0,3833764.0,1958.0,3833764.0,1958.0,1.0,250764
8.0,2088.0,948.0,656.0,948.0,3.0,2007.0,2007.0,2007.0,2.0,64.0,16704.0,7584.0,5248.0,7584.0,24.0,16056.0,16056.0,16056.0,16.0,4359744.0,1979424.0,1369728.0,1979424.0,6264.0,4190616.0,4190616.0,4190616.0,4176.0,898704.0,621888.0,898704.0,2844.0,1902636.0,1902636.0,1902636.0,1896.0,430336.0,621888.0,1968.0,1316592.0,1316592.0,1316592.0,1312.0,898704.0,2844.0,1902636.0,1902636.0,1902636.0,1896.0,9.0,6021.0,6021.0,6021.0,6.0,4028049.0,4028049.0,4028049.0,4014.0,4028049.0,4028049.0,4014.0,4028049.0,4014.0,4.0,250000
6.0,1536.0,768.0,400.0,768.0,2.0,2005.0,2005.0,2006.0,2.0,36.0,9216.0,4608.0,2400.0,4608.0,12.0,12030.0,12030.0,12036.0,12.0,2359296.0,1179648.0,614400.0,1179648.0,3072.0,3079680.0,3079680.0,3081216.0,3072.0,589824.0,307200.0,589824.0,1536.0,1539840.0,1539840.0,1540608.0,1536.0,160000.0,307200.0,800.0,802000.0,802000.0,802400.0,800.0,589824.0,1536.0,1539840.0,1539840.0,1540608.0,1536.0,4.0,4010.0,4010.0,4012.0,4.0,4020025.0,4020025.0,4022030.0,4010.0,4020025.0,4022030.0,4010.0,4024036.0,4012.0,4.0,176000
6.0,1721.0,1331.0,464.0,1721.0,2.0,1957.0,1957.0,1969.0,1.0,36.0,10326.0,7986.0,2784.0,10326.0,12.0,11742.0,11742.0,11814.0,6.0,2961841.0,2290651.0,798544.0,2961841.0,3442.0,3367997.0,3367997.0,3388649.0,1721.0,1771561.0,617584.0,2290651.0,2662.0,2604767.0,2604767.0,2620739.0,1331.0,215296.0,798544.0,928.0,908048.0,908048.0,913616.0,464.0,2961841.0,3442.0,3367997.0,3367997.0,3388649.0,1721.0,4.0,3914.0,3914.0,3938.0,2.0,3829849.0,3829849.0,3853333.0,1957.0,3829849.0,3853333.0,1957.0,3876961.0,1969.0,1.0,174850
6.0,1548.0,804.0,440.0,804.0,2.0,1978.0,1978.0,1978.0,2.0,36.0,9288.0,4824.0,2640.0,4824.0,12.0,11868.0,11868.0,11868.0,12.0,2396304.0,1244592.0,681120.0,1244592.0,3096.0,3061944.0,3061944.0,3061944.0,3096.0,646416.0,353760.0,646416.0,1608.0,1590312.0,1590312.0,1590312.0,1608.0,193600.0,353760.0,880.0,870320.0,870320.0,870320.0,880.0,646416.0,1608.0,1590312.0,1590312.0,1590312.0,1608.0,4.0,3956.0,3956.0,3956.0,4.0,3912484.0,3912484.0,3912484.0,3956.0,3912484.0,3912484.0,3956.0,3912484.0,3956.0,4.0,147000
6.0,918.0,918.0,264.0,918.0,1.0,1979.0,1979.0,1979.0,2.0,36.0,5508.0,5508.0,1584.0,5508.0,6.0,11874.0,11874.0,11874.0,12.0,842724.0,842724.0,242352.0,842724.0,918.0,1816722.0,1816722.0,1816722.0,1836.0,842724.0,242352.0,842724.0,918.0,1816722.0,1816722.0,1816722.0,1836.0,69696.0,242352.0,264.0,522456.0,522456.0,522456.0,528.0,842724.0,918.0,1816722.0,1816722.0,1816722.0,1836.0,1.0,1979.0,1979.0,1979.0,2.0,3916441.0,3916441.0,3916441.0,3958.0,3916441.0,3916441.0,3958.0,3916441.0,3958.0,4.0,99500
9.0,2690.0,1365.0,864.0,1365.0,3.0,2009.0,2009.0,2009.0,2.0,81.0,24210.0,12285.0,7776.0,12285.0,27.0,18081.0,18081.0,18081.0,18.0,7236100.0,3671850.0,2324160.0,3671850.0,8070.0,5404210.0,5404210.0,5404210.0,5380.0,1863225.0,1179360.0,1863225.0,4095.0,2742285.0,2742285.0,2742285.0,2730.0,746496.0,1179360.0,2592.0,1735776.0,1735776.0,1735776.0,1728.0,1863225.0,4095.0,2742285.0,2742285.0,2742285.0,2730.0,9.0,6027.0,6027.0,6027.0,6.0,4036081.0,4036081.0,4036081.0,4018.0,4036081.0,4036081.0,4018.0,4036081.0,4018.0,4.0,398800
6.0,1647.0,953.0,460.0,953.0,2.0,1999.0,1999.0,2000.0,2.0,36.0,9882.0,5718.0,2760.0,5718.0,12.0,11994.0,11994.0,12000.0,12.0,2712609.0,1569591.0,757620.0,1569591.0,3294.0,3292353.0,3292353.0,3294000.0,3294.0,908209.0,438380.0,908209.0,1906.0,1905047.0,1905047.0,1906000.0,1906.0,211600.0,438380.0,920.0,919540.0,919540.0,920000.0,920.0,908209.0,1906.0,1905047.0,1905047.0,1906000.0,1906.0,4.0,3998.0,3998.0,4000.0,4.0,3996001.0,3996001.0,3998000.0,3998.0,3996001.0,3998000.0,3998.0,4000000.0,4000.0,4.0,175000
5.0,825.0,825.0,350.0,825.0,1.0,1954.0,1954.0,1954.0,1.0,25.0,4125.0,4125.0,1750.0,4125.0,5.0,9770.0,9770.0,9770.0,5.0,680625.0,680625.0,288750.0,680625.0,825.0,1612050.0,1612050.0,1612050.0,825.0,680625.0,288750.0,680625.0,825.0,1612050.0,1612050.0,1612050.0,825.0,122500.0,288750.0,350.0,683900.0,683900.0,683900.0,350.0,680625.0,825.0,1612050.0,1612050.0,1612050.0,825.0,1.0,1954.0,1954.0,1954.0,1.0,3818116.0,3818116.0,3818116.0,1954.0,3818116.0,3818116.0,1954.0,3818116.0,1954.0,1.0,109500
6.0,1657.0,1657.0,484.0,1657.0,2.0,1970.0,1970.0,1970.0,2.0,36.0,9942.0,9942.0,2904.0,9942.0,12.0,11820.0,11820.0,11820.0,12.0,2745649.0,2745649.0,801988.0,2745649.0,3314.0,3264290.0,3264290.0,3264290.0,3314.0,2745649.0,801988.0,2745649.0,3314.0,3264290.0,3264290.0,3264290.0,3314.0,234256.0,801988.0,968.0,953480.0,953480.0,953480.0,968.0,2745649.0,3314.0,3264290.0,3264290.0,3264290.0,3314.0,4.0,3940.0,3940.0,3940.0,4.0,3880900.0,3880900.0,3880900.0,3940.0,3880900.0,3880900.0,3940.0,3880900.0,3940.0,4.0,163500
4.0,788.0,788.0,0.0,788.0,0.0,1941.0,1951.0,1950.0,1.0,16.0,3152.0,3152.0,0.0,3152.0,0.0,7764.0,7804.0,7800.0,4.0,620944.0,620944.0,0.0,620944.0,0.0,1529508.0,1537388.0,1536600.0,788.0,620944.0,0.0,620944.0,0.0,1529508.0,1537388.0,1536600.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620944.0,0.0,1529508.0,1537388.0,1536600.0,788.0,0.0,0.0,0.0,0.0,0.0,3767481.0,3786891.0,3784950.0,1941.0,3806401.0,3804450.0,1951.0,3802500.0,1950.0,1.0,100000
8.0,2826.0,1334.0,888.0,1520.0,3.0,1992.0,1992.0,1993.0,2.0,64.0,22608.0,10672.0,7104.0,12160.0,24.0,15936.0,15936.0,15944.0,16.0,7986276.0,3769884.0,2509488.0,4295520.0,8478.0,5629392.0,5629392.0,5632218.0,5652.0,1779556.0,1184592.0,2027680.0,4002.0,2657328.0,2657328.0,2658662.0,2668.0,788544.0,1349760.0,2664.0,1768896.0,1768896.0,1769784.0,1776.0,2310400.0,4560.0,3027840.0,3027840.0,3029360.0,3040.0,9.0,5976.0,5976.0,5979.0,6.0,3968064.0,3968064.0,3970056.0,3984.0,3968064.0,3970056.0,3984.0,3972049.0,3986.0,4.0,334000
5.0,864.0,864.0,280.0,864.0,1.0,1968.0,1969.0,1968.0,1.0,25.0,4320.0,4320.0,1400.0,4320.0,5.0,9840.0,9845.0,9840.0,5.0,746496.0,746496.0,241920.0,746496.0,864.0,1700352.0,1701216.0,1700352.0,864.0,746496.0,241920.0,746496.0,864.0,1700352.0,1701216.0,1700352.0,864.0,78400.0,241920.0,280.0,551040.0,551320.0,551040.0,280.0,746496.0,864.0,1700352.0,1701216.0,1700352.0,864.0,1.0,1968.0,1969.0,1968.0,1.0,3873024.0,3874992.0,3873024.0,1968.0,3876961.0,3874992.0,1969.0,3873024.0,1968.0,1.0,137250
7.0,2462.0,1392.0,576.0,1392.0,2.0,2005.0,2006.0,2006.0,2.0,49.0,17234.0,9744.0,4032.0,9744.0,14.0,14035.0,14042.0,14042.0,14.0,6061444.0,3427104.0,1418112.0,3427104.0,4924.0,4936310.0,4938772.0,4938772.0,4924.0,1937664.0,801792.0,1937664.0,2784.0,2790960.0,2792352.0,2792352.0,2784.0,331776.0,801792.0,1152.0,1154880.0,1155456.0,1155456.0,1152.0,1937664.0,2784.0,2790960.0,2792352.0,2792352.0,2784.0,4.0,4010.0,4012.0,4012.0,4.0,4020025.0,4022030.0,4022030.0,4010.0,4024036.0,4024036.0,4012.0,4024036.0,4012.0,4.0,320000
5.0,1287.0,1063.0,576.0,1287.0,2.0,1959.0,1997.0,2006.0,1.0,25.0,6435.0,5315.0,2880.0,6435.0,10.0,9795.0,9985.0,10030.0,5.0,1656369.0,1368081.0,741312.0,1656369.0,2574.0,2521233.0,2570139.0,2581722.0,1287.0,1129969.0,612288.0,1368081.0,2126.0,2082417.0,2122811.0,2132378.0,1063.0,331776.0,741312.0,1152.0,1128384.0,1150272.0,1155456.0,576.0,1656369.0,2574.0,2521233.0,2570139.0,2581722.0,1287.0,4.0,3918.0,3994.0,4012.0,2.0,3837681.0,3912123.0,3929754.0,1959.0,3988009.0,4005982.0,1997.0,4024036.0,2006.0,1.0,162000
7.0,1478.0,1470.0,484.0,1478.0,2.0,2009.0,2009.0,2009.0,2.0,49.0,10346.0,10290.0,3388.0,10346.0,14.0,14063.0,14063.0,14063.0,14.0,2184484.0,2172660.0,715352.0,2184484.0,2956.0,2969302.0,2969302.0,2969302.0,2956.0,2160900.0,711480.0,2172660.0,2940.0,2953230.0,2953230.0,2953230.0,2940.0,234256.0,715352.0,968.0,972356.0,972356.0,972356.0,968.0,2184484.0,2956.0,2969302.0,2969302.0,2969302.0,2956.0,4.0,4018.0,4018.0,4018.0,4.0,4036081.0,4036081.0,4036081.0,4018.0,4036081.0,4036081.0,4018.0,4036081.0,4018.0,4.0,222000
7.0,1342.0,698.0,393.0,698.0,2.0,2003.0,2003.0,2003.0,2.0,49.0,9394.0,4886.0,2751.0,4886.0,14.0,14021.0,14021.0,14021.0,14.0,1800964.0,936716.0,527406.0,936716.0,2684.0,2688026.0,2688026.0,2688026.0,2684.0,487204.0,274314.0,487204.0,1396.0,1398094.0,1398094.0,1398094.0,1396.0,154449.0,274314.0,786.0,787179.0,787179.0,787179.0,786.0,487204.0,1396.0,1398094.0,1398094.0,1398094.0,1396.0,4.0,4006.0,4006.0,4006.0,4.0,4012009.0,4012009.0,4012009.0,4006.0,4012009.0,4012009.0,4006.0,4012009.0,4006.0,4.0,178000
5.0,804.0,788.0,240.0,804.0,1.0,1940.0,1940.0,1992.0,1.0,25.0,4020.0,3940.0,1200.0,4020.0,5.0,9700.0,9700.0,9960.0,5.0,646416.0,633552.0,192960.0,646416.0,804.0,1559760.0,1559760.0,1601568.0,804.0,620944.0,189120.0,633552.0,788.0,1528720.0,1528720.0,1569696.0,788.0,57600.0,192960.0,240.0,465600.0,465600.0,478080.0,240.0,646416.0,804.0,1559760.0,1559760.0,1601568.0,804.0,1.0,1940.0,1940.0,1992.0,1.0,3763600.0,3763600.0,3864480.0,1940.0,3763600.0,3864480.0,1940.0,3968064.0,1992.0,1.0,119000
5.0,1812.0,864.0,264.0,876.0,1.0,1962.0,1962.0,1962.0,2.0,25.0,9060.0,4320.0,1320.0,4380.0,5.0,9810.0,9810.0,9810.0,10.0,3283344.0,1565568.0,478368.0,1587312.0,1812.0,3555144.0,3555144.0,3555144.0,3624.0,746496.0,228096.0,756864.0,864.0,1695168.0,1695168.0,1695168.0,1728.0,69696.0,231264.0,264.0,517968.0,517968.0,517968.0,528.0,767376.0,876.0,1718712.0,1718712.0,1718712.0,1752.0,1.0,1962.0,1962.0,1962.0,2.0,3849444.0,3849444.0,3849444.0,3924.0,3849444.0,3849444.0,3924.0,3849444.0,3924.0,4.0,169500
7.0,2256.0,952.0,554.0,980.0,2.0,2000.0,2000.0,2000.0,2.0,49.0,15792.0,6664.0,3878.0,6860.0,14.0,14000.0,14000.0,14000.0,14.0,5089536.0,2147712.0,1249824.0,2210880.0,4512.0,4512000.0,4512000.0,4512000.0,4512.0,906304.0,527408.0,932960.0,1904.0,1904000.0,1904000.0,1904000.0,1904.0,306916.0,542920.0,1108.0,1108000.0,1108000.0,1108000.0,1108.0,960400.0,1960.0,1960000.0,1960000.0,1960000.0,1960.0,4.0,4000.0,4000.0,4000.0,4.0,4000000.0,4000000.0,4000000.0,4000.0,4000000.0,4000000.0,4000.0,4000000.0,4000.0,4.0,236000
8.0,1648.0,1596.0,525.0,1648.0,2.0,2007.0,2007.0,2008.0,2.0,64.0,13184.0,12768.0,4200.0,13184.0,16.0,16056.0,16056.0,16064.0,16.0,2715904.0,2630208.0,865200.0,2715904.0,3296.0,3307536.0,3307536.0,3309184.0,3296.0,2547216.0,837900.0,2630208.0,3192.0,3203172.0,3203172.0,3204768.0,3192.0,275625.0,865200.0,1050.0,1053675.0,1053675.0,1054200.0,1050.0,2715904.0,3296.0,3307536.0,3307536.0,3309184.0,3296.0,4.0,4014.0,4014.0,4016.0,4.0,4028049.0,4028049.0,4030056.0,4014.0,4028049.0,4030056.0,4014.0,4032064.0,4016.0,4.0,294464
6.0,2112.0,952.0,576.0,1092.0,2.0,1969.0,1969.0,1969.0,2.0,36.0,12672.0,5712.0,3456.0,6552.0,12.0,11814.0,11814.0,11814.0,12.0,4460544.0,2010624.0,1216512.0,2306304.0,4224.0,4158528.0,4158528.0,4158528.0,4224.0,906304.0,548352.0,1039584.0,1904.0,1874488.0,1874488.0,1874488.0,1904.0,331776.0,628992.0,1152.0,1134144.0,1134144.0,1134144.0,1152.0,1192464.0,2184.0,2150148.0,2150148.0,2150148.0,2184.0,4.0,3938.0,3938.0,3938.0,4.0,3876961.0,3876961.0,3876961.0,3938.0,3876961.0,3876961.0,3938.0,3876961.0,3938.0,4.0,206900
7.0,2084.0,956.0,618.0,956.0,2.0,2004.0,2004.0,2004.0,2.0,49.0,14588.0,6692.0,4326.0,6692.0,14.0,14028.0,14028.0,14028.0,14.0,4343056.0,1992304.0,1287912.0,1992304.0,4168.0,4176336.0,4176336.0,4176336.0,4168.0,913936.0,590808.0,913936.0,1912.0,1915824.0,1915824.0,1915824.0,1912.0,381924.0,590808.0,1236.0,1238472.0,1238472.0,1238472.0,1236.0,913936.0,1912.0,1915824.0,1915824.0,1915824.0,1912.0,4.0,4008.0,4008.0,4008.0,4.0,4016016.0,4016016.0,4016016.0,4008.0,4016016.0,4016016.0,4008.0,4016016.0,4008.0,4.0,233000
6.0,1032.0,1032.0,280.0,1032.0,1.0,1924.0,1995.0,1950.0,1.0,36.0,6192.0,6192.0,1680.0,6192.0,6.0,11544.0,11970.0,11700.0,6.0,1065024.0,1065024.0,288960.0,1065024.0,1032.0,1985568.0,2058840.0,2012400.0,1032.0,1065024.0,288960.0,1065024.0,1032.0,1985568.0,2058840.0,2012400.0,1032.0,78400.0,288960.0,280.0,538720.0,558600.0,546000.0,280.0,1065024.0,1032.0,1985568.0,2058840.0,2012400.0,1032.0,1.0,1924.0,1995.0,1950.0,1.0,3701776.0,3838380.0,3751800.0,1924.0,3980025.0,3890250.0,1995.0,3802500.0,1950.0,1.0,108000
6.0,1470.0,680.0,420.0,680.0,2.0,1995.0,1995.0,1996.0,2.0,36.0,8820.0,4080.0,2520.0,4080.0,12.0,11970.0,11970.0,11976.0,12.0,2160900.0,999600.0,617400.0,999600.0,2940.0,2932650.0,2932650.0,2934120.0,2940.0,462400.0,285600.0,462400.0,1360.0,1356600.0,1356600.0,1357280.0,1360.0,176400.0,285600.0,840.0,837900.0,837900.0,838320.0,840.0,462400.0,1360.0,1356600.0,1356600.0,1357280.0,1360.0,4.0,3990.0,3990.0,3992.0,4.0,3980025.0,3980025.0,3982020.0,3990.0,3980025.0,3982020.0,3990.0,3984016.0,3992.0,4.0,165000
5.0,1040.0,1040.0,748.0,1040.0,2.0,1977.0,1977.0,1977.0,1.0,25.0,5200.0,5200.0,3740.0,5200.0,10.0,9885.0,9885.0,9885.0,5.0,1081600.0,1081600.0,777920.0,1081600.0,2080.0,2056080.0,2056080.0,2056080.0,1040.0,1081600.0,777920.0,1081600.0,2080.0,2056080.0,2056080.0,2056080.0,1040.0,559504.0,777920.0,1496.0,1478796.0,1478796.0,1478796.0,748.0,1081600.0,2080.0,2056080.0,2056080.0,2056080.0,1040.0,4.0,3954.0,3954.0,3954.0,2.0,3908529.0,3908529.0,3908529.0,1977.0,3908529.0,3908529.0,1977.0,3908529.0,1977.0,1.0,134900
5.0,884.0,884.0,240.0,884.0,1.0,1939.0,1939.0,1950.0,1.0,25.0,4420.0,4420.0,1200.0,4420.0,5.0,9695.0,9695.0,9750.0,5.0,781456.0,781456.0,212160.0,781456.0,884.0,1714076.0,1714076.0,1723800.0,884.0,781456.0,212160.0,781456.0,884.0,1714076.0,1714076.0,1723800.0,884.0,57600.0,212160.0,240.0,465360.0,465360.0,468000.0,240.0,781456.0,884.0,1714076.0,1714076.0,1723800.0,884.0,1.0,1939.0,1939.0,1950.0,1.0,3759721.0,3759721.0,3781050.0,1939.0,3759721.0,3781050.0,1939.0,3802500.0,1950.0,1.0,113000
5.0,1097.0,1097.0,242.0,1097.0,1.0,1996.0,1996.0,1996.0,1.0,25.0,5485.0,5485.0,1210.0,5485.0,5.0,9980.0,9980.0,9980.0,5.0,1203409.0,1203409.0,265474.0,1203409.0,1097.0,2189612.0,2189612.0,2189612.0,1097.0,1203409.0,265474.0,1203409.0,1097.0,2189612.0,2189612.0,2189612.0,1097.0,58564.0,265474.0,242.0,483032.0,483032.0,483032.0,242.0,1203409.0,1097.0,2189612.0,2189612.0,2189612.0,1097.0,1.0,1996.0,1996.0,1996.0,1.0,3984016.0,3984016.0,3984016.0,1996.0,3984016.0,3984016.0,1996.0,3984016.0,1996.0,1.0,147900
5.0,864.0,864.0,0.0,864.0,0.0,1922.0,1965.0,1950.0,1.0,25.0,4320.0,4320.0,0.0,4320.0,0.0,9610.0,9825.0,9750.0,5.0,746496.0,746496.0,0.0,746496.0,0.0,1660608.0,1697760.0,1684800.0,864.0,746496.0,0.0,746496.0,0.0,1660608.0,1697760.0,1684800.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746496.0,0.0,1660608.0,1697760.0,1684800.0,864.0,0.0,0.0,0.0,0.0,0.0,3694084.0,3776730.0,3747900.0,1922.0,3861225.0,3831750.0,1965.0,3802500.0,1950.0,1.0,99900
6.0,1456.0,855.0,460.0,855.0,2.0,1975.0,1975.0,1975.0,2.0,36.0,8736.0,5130.0,2760.0,5130.0,12.0,11850.0,11850.0,11850.0,12.0,2119936.0,1244880.0,669760.0,1244880.0,2912.0,2875600.0,2875600.0,2875600.0,2912.0,731025.0,393300.0,731025.0,1710.0,1688625.0,1688625.0,1688625.0,1710.0,211600.0,393300.0,920.0,908500.0,908500.0,908500.0,920.0,731025.0,1710.0,1688625.0,1688625.0,1688625.0,1710.0,4.0,3950.0,3950.0,3950.0,4.0,3900625.0,3900625.0,3900625.0,3950.0,3900625.0,3900625.0,3950.0,3900625.0,3950.0,4.0,143000
6.0,1176.0,816.0,528.0,816.0,2.0,1934.0,1985.0,1950.0,1.0,36.0,7056.0,4896.0,3168.0,4896.0,12.0,11604.0,11910.0,11700.0,6.0,1382976.0,959616.0,620928.0,959616.0,2352.0,2274384.0,2334360.0,2293200.0,1176.0,665856.0,430848.0,665856.0,1632.0,1578144.0,1619760.0,1591200.0,816.0,278784.0,430848.0,1056.0,1021152.0,1048080.0,1029600.0,528.0,665856.0,1632.0,1578144.0,1619760.0,1591200.0,816.0,4.0,3868.0,3970.0,3900.0,2.0,3740356.0,3838990.0,3771300.0,1934.0,3940225.0,3870750.0,1985.0,3802500.0,1950.0,1.0,114500
5.0,941.0,912.0,288.0,941.0,1.0,1967.0,1967.0,1967.0,1.0,25.0,4705.0,4560.0,1440.0,4705.0,5.0,9835.0,9835.0,9835.0,5.0,885481.0,858192.0,271008.0,885481.0,941.0,1850947.0,1850947.0,1850947.0,941.0,831744.0,262656.0,858192.0,912.0,1793904.0,1793904.0,1793904.0,912.0,82944.0,271008.0,288.0,566496.0,566496.0,566496.0,288.0,885481.0,941.0,1850947.0,1850947.0,1850947.0,941.0,1.0,1967.0,1967.0,1967.0,1.0,3869089.0,3869089.0,3869089.0,1967.0,3869089.0,3869089.0,1967.0,3869089.0,1967.0,1.0,129200
